status;atlas_ref_id;brot_id;rezept_variante;name;gruppe;schritt_nr;zutaten_list;anweisung;techniken_tags;zeit_aufwand;bild_ref;quelle;bild_lead;step_bild_positive_prompt;step_bild_negativ_prompt;lead_bild_positive_prompt;lead_bild_negativ_prompt;tipps;gemini_comment1;gemini_comment2;Herkunft;Geschichte, Entstehung;Tradition;
active;CH-NE-001;CHE-00009-G-001;1;Neuenburgerbrot;Kantonsbrote;1;1kg Halbweissmehl, 7dl Wasser, 30g Hefe, 20g Salz;Mischen & Kneten: Mischen, Salz nach 5 Min. 10-15 Min kneten.;Kneten;20 Min;CHE-00009-G-001-st1.jpg;Schweizer Brot;CHE-00009-G-001.jpg;Professional food photography, white dough in mixer, smooth and elastic;blurry, text, cartoon;Professional food photography, Neuenburgerbrot, two round loaves baked touching each other, dark glossy crust, rustic table;blurry, text, cartoon;Halbweissmehl macht es feiner.;Klassische Teigführung.;Ein elegantes Tafelbrot.;Kanton Neuenburg (Neuchâtel);Bekannt als 'Pain de Neuchâtel'.;Ähnlich wie andere Kantonsbrote ein 'Doppelbrot', bestehend aus zwei runden Laiben, die sich beim Backen leicht verbinden (Siamesische Zwillinge).;
active;CH-NE-001;CHE-00009-G-001;1;Neuenburgerbrot;Kantonsbrote;2;Keine;Gären: 50 Min ruhen lassen.;Gären;50 Min;CHE-00009-G-001-st2.jpg;Schweizer Brot;CHE-00009-G-001.jpg;Professional food photography, risen dough in bowl, smooth surface;blurry, text, cartoon;Professional food photography, Neuenburgerbrot, two round loaves baked touching each other, dark glossy crust, rustic table;blurry, text, cartoon;Zugedeckt ruhen.;Volumen gut beobachten.;Typisch Westschweiz: etwas helleres Mehl.;Kanton Neuenburg (Neuchâtel);Bekannt als 'Pain de Neuchâtel'.;Ähnlich wie andere Kantonsbrote ein 'Doppelbrot', bestehend aus zwei runden Laiben, die sich beim Backen leicht verbinden (Siamesische Zwillinge).;
active;CH-NE-001;CHE-00009-G-001;1;Neuenburgerbrot;Kantonsbrote;3;Keine;Formen: Zwei kugelrunde Brote formen. Auf Blech aneinanderlegen. 15 Min ruhen.;Formen;20 Min;CHE-00009-G-001-st3.jpg;Schweizer Brot;CHE-00009-G-001.jpg;Professional food photography, placing two round dough balls touching on baking tray;blurry, text, cartoon;Professional food photography, Neuenburgerbrot, two round loaves baked touching each other, dark glossy crust, rustic table;blurry, text, cartoon;Schön rund schleifen.;Kontaktstelle bestimmt die Form.;Nicht zu eng, nicht zu weit auseinander.;Kanton Neuenburg (Neuchâtel);Bekannt als 'Pain de Neuchâtel'.;Ähnlich wie andere Kantonsbrote ein 'Doppelbrot', bestehend aus zwei runden Laiben, die sich beim Backen leicht verbinden (Siamesische Zwillinge).;
active;CH-NE-001;CHE-00009-G-001;1;Neuenburgerbrot;Kantonsbrote;4;Wasser;Backen: 50 Min bei 230 Grad backen. Mit Wasser bestreichen.;Backen;50 Min;CHE-00009-G-001-st4.jpg;Schweizer Brot;CHE-00009-G-001.jpg;Professional food photography, finished bread with dark crust, brushing with water;blurry, text, cartoon;Professional food photography, Neuenburgerbrot, two round loaves baked touching each other, dark glossy crust, rustic table;blurry, text, cartoon;Goldgelb backen.;Glanzstreiche für die Optik.;Knusprig und luftig.;Kanton Neuenburg (Neuchâtel);Bekannt als 'Pain de Neuchâtel'.;Ähnlich wie andere Kantonsbrote ein 'Doppelbrot', bestehend aus zwei runden Laiben, die sich beim Backen leicht verbinden (Siamesische Zwillinge).;
active;CH-FR-001;CHE-00010-G-001;1;Freiburgerbrot;Kantonsbrote;1;1kg Mehl (Ruch/Halbweiss/Roggen), 7dl Wasser, 30g Hefe, 22g Salz;Mischen & Kneten: Mischen, Salz nach 5 Min. 10-15 Min kneten.;Kneten;20 Min;CHE-00010-G-001-st1.jpg;Schweizer Brot;CHE-00010-G-001.jpg;Professional food photography, mixed flour dough kneading, speckled texture;blurry, text, cartoon;Professional food photography, Freiburgerbrot, round flat loaf with grid pattern imprint, rustic crust, on wooden board;blurry, text, cartoon;Mehlmischung variiert je nach Bäcker.;Oft mit Roggenanteil.;Herzhaftes Brot.;Kanton Freiburg (Fribourg);Lange Tradition im 'Üechtland'.;Wird rund und eher flach geformt. Charakteristisch ist das eingeschnittene Gittermuster (Croisillons) auf der Oberseite.;
active;CH-FR-001;CHE-00010-G-001;1;Freiburgerbrot;Kantonsbrote;2;Keine;Gären: 60 Min ruhen lassen.;Gären;60 Min;CHE-00010-G-001-st2.jpg;Schweizer Brot;CHE-00010-G-001.jpg;Professional food photography, dough rising under cloth, warm kitchen light;blurry, text, cartoon;Professional food photography, Freiburgerbrot, round flat loaf with grid pattern imprint, rustic crust, on wooden board;blurry, text, cartoon;Gut gehen lassen.;Aroma entwickelt sich in der Ruhe.;Passt perfekt zu Vacherin Fribourgeois.;Kanton Freiburg (Fribourg);Lange Tradition im 'Üechtland'.;Wird rund und eher flach geformt. Charakteristisch ist das eingeschnittene Gittermuster (Croisillons) auf der Oberseite.;
active;CH-FR-001;CHE-00010-G-001;1;Freiburgerbrot;Kantonsbrote;3;Keine;Formen: Zwei Stücke rund formen, flach drücken. Mit Stab gitterartig markieren. 10-15 Min ruhen.;Formen;20 Min;CHE-00010-G-001-st3.jpg;Schweizer Brot;CHE-00010-G-001.jpg;Professional food photography, pressing grid pattern into flat round dough with a rod;blurry, text, cartoon;Professional food photography, Freiburgerbrot, round flat loaf with grid pattern imprint, rustic crust, on wooden board;blurry, text, cartoon;Gittermuster muss tief genug sein.;Nicht zu fest drücken, sonst entgast der Teig.;Eine Kunst für sich.;Kanton Freiburg (Fribourg);Lange Tradition im 'Üechtland'.;Wird rund und eher flach geformt. Charakteristisch ist das eingeschnittene Gittermuster (Croisillons) auf der Oberseite.;
active;CH-FR-001;CHE-00010-G-001;1;Freiburgerbrot;Kantonsbrote;4;Keine;Backen: Ca. 50 Min bei 230 Grad backen.;Backen;50 Min;CHE-00010-G-001-st4.jpg;Schweizer Brot;CHE-00010-G-001.jpg;Professional food photography, flat grid-pattern bread baking in oven;blurry, text, cartoon;Professional food photography, Freiburgerbrot, round flat loaf with grid pattern imprint, rustic crust, on wooden board;blurry, text, cartoon;Gute Hitze für Kruste.;Muster soll sichtbar bleiben.;Rustikal und dunkel.;Kanton Freiburg (Fribourg);Lange Tradition im 'Üechtland'.;Wird rund und eher flach geformt. Charakteristisch ist das eingeschnittene Gittermuster (Croisillons) auf der Oberseite.;
active;CH-NW-001;CHE-00011-G-001;1;Nidwaldnerbrot;Kantonsbrote;1;1kg Mehl, 7dl Wasser, 30g Hefe, 20g Salz;Mischen & Kneten: Mischen, Salz nach 5 Min. 10-15 Min kneten.;Kneten;20 Min;CHE-00011-G-001-st1.jpg;Schweizer Brot;CHE-00011-G-001.jpg;Professional food photography, mixing dough in bowl, hands working dough;blurry, text, cartoon;Professional food photography, Nidwaldnerbrot, oval loaf with wide regular split/crack on top, dark crust, rustic;blurry, text, cartoon;Standard Ruchbrotteig.;Gute Glutenentwicklung wichtig.;Ein ehrliches Landbrot.;Kanton Nidwalden;Regionale Spezialität der Zentralschweiz.;Ähnelt dem Obwaldner Brot, wird aber oft als ovaler Einzel Laib mit einem tiefen Längsschnitt oder 'Kopf' gebacken.;
active;CH-NW-001;CHE-00011-G-001;1;Nidwaldnerbrot;Kantonsbrote;2;Keine;Gären: 40 Min ruhen lassen.;Gären;40 Min;CHE-00011-G-001-st2.jpg;Schweizer Brot;CHE-00011-G-001.jpg;Professional food photography, dough rising, volume doubled;blurry, text, cartoon;Professional food photography, Nidwaldnerbrot, oval loaf with wide regular split/crack on top, dark crust, rustic;blurry, text, cartoon;Etwas kürzere Gare als andere.;Teig soll Spannung behalten.;Kompakt und gut.;Kanton Nidwalden;Regionale Spezialität der Zentralschweiz.;Ähnelt dem Obwaldner Brot, wird aber oft als ovaler Einzel Laib mit einem tiefen Längsschnitt oder 'Kopf' gebacken.;
active;CH-NW-001;CHE-00011-G-001;1;Nidwaldnerbrot;Kantonsbrote;3;Keine;Formen: Nach halber Garzeit tief einschneiden (senkrecht). Gibt breitovale Form.;Formen,Einschneiden;5 Min;CHE-00011-G-001-st3.jpg;Schweizer Brot;CHE-00011-G-001.jpg;Professional food photography, cutting deep vertical slit into dough loaf;blurry, text, cartoon;Professional food photography, Nidwaldnerbrot, oval loaf with wide regular split/crack on top, dark crust, rustic;blurry, text, cartoon;Schnittzeitpunkt ist entscheidend.;Mutig schneiden.;Bestimmt die Endform.;Kanton Nidwalden;Regionale Spezialität der Zentralschweiz.;Ähnelt dem Obwaldner Brot, wird aber oft als ovaler Einzel Laib mit einem tiefen Längsschnitt oder 'Kopf' gebacken.;
active;CH-NW-001;CHE-00011-G-001;1;Nidwaldnerbrot;Kantonsbrote;4;Wasser;Backen: Ca. 50 Min bei 230 Grad backen. Mit Wasser bestreichen.;Backen;50 Min;CHE-00011-G-001-st4.jpg;Schweizer Brot;CHE-00011-G-001.jpg;Professional food photography, baked bread coming out of oven, steam;blurry, text, cartoon;Professional food photography, Nidwaldnerbrot, oval loaf with wide regular split/crack on top, dark crust, rustic;blurry, text, cartoon;Dampfstoss zu Beginn.;Kruste soll rösch sein.;Klassiker zum Abendessen.;Kanton Nidwalden;Regionale Spezialität der Zentralschweiz.;Ähnelt dem Obwaldner Brot, wird aber oft als ovaler Einzel Laib mit einem tiefen Längsschnitt oder 'Kopf' gebacken.;
active;CH-SZ-001;CHE-00012-G-001;1;Schwyzer- und Zugerbrot;Kantonsbrote;1;1kg Ruchmehl, 7dl Wasser, 30g Hefe, 20g Salz;Mischen & Kneten: Mischen, Salz nach 5 Min. 10-15 Min kneten.;Kneten;20 Min;CHE-00012-G-001-st1.jpg;Schweizer Brot;CHE-00012-G-001.jpg;Professional food photography, kneading ruchmehl dough, tan color;blurry, text, cartoon;Professional food photography, Schwyzer Kopfbrot, oblong loaf with a "head" piece tucked underneath/side, dark crust, rustic;blurry, text, cartoon;Ruchmehl ist Standard.;Geschmeidiger Teig gewünscht.;Zwei Kantone, ein Brotstil.;Kantone Schwyz und Zug;Alte Tradition der 'Kopfbrote'.;Wird als 'Kopfbrot' geformt: Ein Stück Teig wird als 'Kopf' seitlich unter den Hauptlaib geschoben, um das Aufreissen zu steuern.;
active;CH-SZ-001;CHE-00012-G-001;1;Schwyzer- und Zugerbrot;Kantonsbrote;2;Keine;Gären: 40-50 Min ruhen lassen.;Gären;50 Min;CHE-00012-G-001-st2.jpg;Schweizer Brot;CHE-00012-G-001.jpg;Professional food photography, dough rising in bowl covered with cloth;blurry, text, cartoon;Professional food photography, Schwyzer Kopfbrot, oblong loaf with a "head" piece tucked underneath/side, dark crust, rustic;blurry, text, cartoon;Gut abdecken.;Wärme hilft der Hefe.;Vorbereitung für die spezielle Form.;Kantone Schwyz und Zug;Alte Tradition der 'Kopfbrote'.;Wird als 'Kopfbrot' geformt: Ein Stück Teig wird als 'Kopf' seitlich unter den Hauptlaib geschoben, um das Aufreissen zu steuern.;
active;CH-SZ-001;CHE-00012-G-001;1;Schwyzer- und Zugerbrot;Kantonsbrote;3;Keine;Formen: Leicht rund/länglich formen. 20 Min gehen lassen. Viertel abdrücken ("Kopf") und unter den Laib legen. Umdrehen.;Formen;25 Min;CHE-00012-G-001-st3.jpg;Schweizer Brot;CHE-00012-G-001.jpg;Professional food photography, baker shaping "Kopfbrot", pressing a small head piece of dough under the main loaf;blurry, text, cartoon;Professional food photography, Schwyzer Kopfbrot, oblong loaf with a "head" piece tucked underneath/side, dark crust, rustic;blurry, text, cartoon;Das 'Köpfeln' braucht Übung.;Verhindert wildes Reissen der Kruste.;Einzigartige Technik.;Kantone Schwyz und Zug;Alte Tradition der 'Kopfbrote'.;Wird als 'Kopfbrot' geformt: Ein Stück Teig wird als 'Kopf' seitlich unter den Hauptlaib geschoben, um das Aufreissen zu steuern.;
active;CH-SZ-001;CHE-00012-G-001;1;Schwyzer- und Zugerbrot;Kantonsbrote;4;Wasser;Backen: 50 Min bei 230 Grad backen. Mit Wasser bestreichen.;Backen;50 Min;CHE-00012-G-001-st4.jpg;Schweizer Brot;CHE-00012-G-001.jpg;Professional food photography, finished bread with glossy crust, cooling;blurry, text, cartoon;Professional food photography, Schwyzer Kopfbrot, oblong loaf with a "head" piece tucked underneath/side, dark crust, rustic;blurry, text, cartoon;Gut ausbacken.;Wasser für Glanz und Weichheit der Kruste.;Schmeckt herrlich zu Käse und Fleisch.;Kantone Schwyz und Zug;Alte Tradition der 'Kopfbrote'.;Wird als 'Kopfbrot' geformt: Ein Stück Teig wird als 'Kopf' seitlich unter den Hauptlaib geschoben, um das Aufreissen zu steuern.;
active;CH-SO-001;CHE-00013-G-001;1;Solothurnerbrot;Kantonsbrote;1;1kg Mehl, 7.0 dl Wasser, 35g Hefe, 20g Salz;Mischen & Kneten: Mischen, Salz nach 5 Min. 10-15 Min kneten.;Kneten;20 Min;CHE-00013-G-001-st1.jpg;Schweizer Brot;CHE-00013-G-001.jpg;Professional food photography, mixing dough ingredients, flour splash;blurry, text, cartoon;Professional food photography, Solothurnerbrot, rustic loaf with large lateral crack/lip (Kropf), floury crust, dark baked;blurry, text, cartoon;Teig eher weich führen.;Mehltype 400 oder Ruchmehl verwenden.;Ein Brot mit Charakter.;Kanton Solothurn;Historisch eng mit der solothurnischen Zunfttradition verbunden.;Das Markenzeichen ist der 'Kropf' (seitlicher Auswuchs), der nicht eingeschnitten, sondern gefaltet wird.;
active;CH-SO-001;CHE-00013-G-001;1;Solothurnerbrot;Kantonsbrote;2;Keine;Gären: 50 Min ruhen (währenddessen zusammenlegen).;Gären,Falten;50 Min;CHE-00013-G-001-st2.jpg;Schweizer Brot;CHE-00013-G-001.jpg;Professional food photography, folding dough in bowl, strengthening gluten;blurry, text, cartoon;Professional food photography, Solothurnerbrot, rustic loaf with large lateral crack/lip (Kropf), floury crust, dark baked;blurry, text, cartoon;Falten ist entscheidend für den 'Kropf'.;Teigstruktur stärken.;Gare gut beobachten.;Kanton Solothurn;Historisch eng mit der solothurnischen Zunfttradition verbunden.;Das Markenzeichen ist der 'Kropf' (seitlicher Auswuchs), der nicht eingeschnitten, sondern gefaltet wird.;
active;CH-SO-001;CHE-00013-G-001;1;Solothurnerbrot;Kantonsbrote;3;Mehl;Formen: Zwei Stücke formen, 10 Min gehen lassen. Leicht zusammenfalten, mit mehliger Seite nach oben aufs Blech.;Formen,Falten;15 Min;CHE-00013-G-001-st3.jpg;Schweizer Brot;CHE-00013-G-001.jpg;Professional food photography, folding dough loaf to create a lip/overlap, flour dusting;blurry, text, cartoon;Professional food photography, Solothurnerbrot, rustic loaf with large lateral crack/lip (Kropf), floury crust, dark baked;blurry, text, cartoon;Mehlige Seite muss oben sein.;Nicht zu fest drücken beim Falten.;Der 'Kropf' entsteht hier.;Kanton Solothurn;Historisch eng mit der solothurnischen Zunfttradition verbunden.;Das Markenzeichen ist der 'Kropf' (seitlicher Auswuchs), der nicht eingeschnitten, sondern gefaltet wird.;
active;CH-SO-001;CHE-00013-G-001;1;Solothurnerbrot;Kantonsbrote;4;Keine;Backen: Ohne einschneiden ca. 50 Min bei 230 Grad backen.;Backen;50 Min;CHE-00013-G-001-st4.jpg;Schweizer Brot;CHE-00013-G-001.jpg;Professional food photography, baking bread with natural crack opening, oven heat;blurry, text, cartoon;Professional food photography, Solothurnerbrot, rustic loaf with large lateral crack/lip (Kropf), floury crust, dark baked;blurry, text, cartoon;Viel Dampf geben.;Brot soll dunkel und rustikal sein.;Kein Schnitt nötig!;Kanton Solothurn;Historisch eng mit der solothurnischen Zunfttradition verbunden.;Das Markenzeichen ist der 'Kropf' (seitlicher Auswuchs), der nicht eingeschnitten, sondern gefaltet wird.;
active;CH-GE-001;CHE-00014-G-001;1;Genferbrot;Kantonsbrote;1;1kg Halbweissmehl, 7dl Wasser, 30g Hefe, 20g Salz;Mischen & Kneten: Mischen, Salz nach 5 Min. 10-15 Min kneten.;Kneten;20 Min;CHE-00014-G-001-st1.jpg;Schweizer Brot;CHE-00014-G-001.jpg;Professional food photography, white dough kneading, smooth texture;blurry, text, cartoon;Professional food photography, Genferbrot, flat oval loaf with diamond pattern cut surface, flour dusted, rustic;blurry, text, cartoon;Helles Mehl ist typisch für Genf.;Teig gut auskneten.;Französischer Einfluss spürbar.;Kanton Genf;Beeinflusst durch die französische Backkultur, aber rustikaler interpretiert.;Charakteristisch ist die flache Form und das rautenförmige Einschneiden der Oberfläche.;
active;CH-GE-001;CHE-00014-G-001;1;Genferbrot;Kantonsbrote;2;Keine;Gären: 2 Stunden gehen lassen (währenddessen falten). 30 Min ruhen.;Gären,Falten;150 Min;CHE-00014-G-001-st2.jpg;Schweizer Brot;CHE-00014-G-001.jpg;Professional food photography, dough bulk fermentation in tub, bubbles;blurry, text, cartoon;Professional food photography, Genferbrot, flat oval loaf with diamond pattern cut surface, flour dusted, rustic;blurry, text, cartoon;Lange Gare für viel Aroma.;Falten bringt Stabilität.;Geduld zahlt sich aus.;Kanton Genf;Beeinflusst durch die französische Backkultur, aber rustikaler interpretiert.;Charakteristisch ist die flache Form und das rautenförmige Einschneiden der Oberfläche.;
active;CH-GE-001;CHE-00014-G-001;1;Genferbrot;Kantonsbrote;3;Mehl;Formen: Halbieren, zu zwei Brotlaiben formen. Flachdrücken, ausrollen. 30 Min gehen lassen. Rautenförmig einschneiden.;Formen,Rollen;35 Min;CHE-00014-G-001-st3.jpg;Schweizer Brot;CHE-00014-G-001.jpg;Professional food photography, scoring diamond pattern into flat dough loaf;blurry, text, cartoon;Professional food photography, Genferbrot, flat oval loaf with diamond pattern cut surface, flour dusted, rustic;blurry, text, cartoon;Rautenmuster (Gitter) exakt schneiden.;Brot soll flach bleiben.;Scharfes Messer verwenden.;Kanton Genf;Beeinflusst durch die französische Backkultur, aber rustikaler interpretiert.;Charakteristisch ist die flache Form und das rautenförmige Einschneiden der Oberfläche.;
active;CH-GE-001;CHE-00014-G-001;1;Genferbrot;Kantonsbrote;4;Keine;Backen: Ca. 60 Min bei 230/220 Grad backen.;Backen;60 Min;CHE-00014-G-001-st4.jpg;Schweizer Brot;CHE-00014-G-001.jpg;Professional food photography, flat bread baking in oven, golden crust;blurry, text, cartoon;Professional food photography, Genferbrot, flat oval loaf with diamond pattern cut surface, flour dusted, rustic;blurry, text, cartoon;Viel Kruste durch flache Form.;Goldbraun ausbacken.;Beliebtes Restaurantbrot.;Kanton Genf;Beeinflusst durch die französische Backkultur, aber rustikaler interpretiert.;Charakteristisch ist die flache Form und das rautenförmige Einschneiden der Oberfläche.;
active;CH-JU-001;CHE-00015-G-001;1;Jurabrot;Kantonsbrote;1;1kg Ruchmehl, 7dl Wasser, 30g Hefe, 20g Salz;Mischen & Kneten: Mischen, Salz nach 5 Min. 10-15 Min kneten.;Kneten;20 Min;CHE-00015-G-001-st1.jpg;Schweizer Brot;CHE-00015-G-001.jpg;Professional food photography, mixing dough, flour dust, bakery table;blurry, text, cartoon;Professional food photography, Jurabrot, round flat loaf with coat of arms or decorative cuts, floury crust, rustic;blurry, text, cartoon;Kühle Teigführung bringt Geschmack.;Ruchmehl passt zur rustikalen Art.;Ein Stück Heimat.;Kanton Jura;Traditionelles Bauernbrot der Region.;Oft verziert mit dem Wappen des Kantons Jura (Bischofsstab) oder dekorativen Schnitten.;
active;CH-JU-001;CHE-00015-G-001;1;Jurabrot;Kantonsbrote;2;Keine;Gären: 30 Min stehen lassen. Dann kühl 3-6 Std ruhen (oder bis doppelt).;Gären,Kühlen;210 Min;CHE-00015-G-001-st2.jpg;Schweizer Brot;CHE-00015-G-001.jpg;Professional food photography, dough rising slowly in bowl, texture shot;blurry, text, cartoon;Professional food photography, Jurabrot, round flat loaf with coat of arms or decorative cuts, floury crust, rustic;blurry, text, cartoon;Lange kühle Gare verbessert Frischhaltung.;Teig nicht überwärmen.;Zeitmanagement beachten.;Kanton Jura;Traditionelles Bauernbrot der Region.;Oft verziert mit dem Wappen des Kantons Jura (Bischofsstab) oder dekorativen Schnitten.;
